index,Timestamp,n-payments-per-block,miners-revenue,trade-volume,avg-block-size,n-unique-addresses,difficulty,hash-rate
581,6/4/2020 0:00,3859,0.067514293,0.03254447,1.236471563,0.276214424,1450,103.847237
140,3/21/2019 0:00,3442,0.03605422,0.038576266,1.039646357,0.351220651,607,47.968111
173,4/23/2019 0:00,4652,0.051273202,0.076805615,1.255767388,0.371134085,635,45.820575
6,11/7/2018 0:00,3461,0.082245484,0.063277517,1.144160846,0.331363268,718,51.832814
901,4/20/2021 0:00,6458,0.759388163,0.253779832,1.329866672,0.753879928,2360,143.371615
666,8/28/2020 0:00,4187,0.110419723,0.040003718,1.302147368,0.548235972,1760,122.017802
754,11/24/2020 0:00,5095,0.172398311,0.10069113,1.271609338,0.636976085,1760,140.083639
491,3/6/2020 0:00,3422,0.177706418,0.030610224,1.073488897,0.337485209,1550,121.637666
73,1/13/2019 0:00,2942,0.021188006,0.053129892,0.853370891,0.096666563,562,42.174589
1038,9/4/2021 0:00,3600,0.58913393,0.107122553,0.886053858,0.549246435,1760,126.343503
234,6/23/2019 0:00,3543,0.275224245,0.058419273,1.179403409,0.445347823,741,53.722575
214,6/3/2019 0:00,4728,0.128628456,0.017358698,1.256748504,0.374020676,746,52.847618
765,12/5/2020 0:00,4132,0.184962128,0.080017803,1.342303167,0.66493274,1920,133.409748
132,3/13/2019 0:00,3462,0.026102288,0.058004682,1.163580696,0.320486392,607,42.034451
597,6/20/2020 0:00,3886,0.04729991,0.026637636,1.107477416,0.613587532,1580,105.926967
760,11/30/2020 0:00,5047,0.132676617,0.052705909,1.31850177,0.727895933,1920,131.30977
185,5/5/2019 0:00,4416,0.065219352,0.030089349,1.196308186,0.234310581,670,50.041435
41,12/12/2018 0:00,3386,0.006539737,0.08892306,1.1335625,0.201080526,565,35.406314
108,2/17/2019 0:00,2912,0.033354342,0.021414925,0.881877836,0.129289406,606,42.190406
697,9/28/2020 0:00,4557,0.064432471,0.007797183,1.244179667,0.575787818,1930,140.454294
533,4/17/2020 0:00,4167,0.091622492,0.072841667,1.286230614,0.273662577,1470,118.816055
808,1/17/2021 0:00,4484,0.361170499,0.208302264,1.324590684,0.693938781,2060,155.416163
483,2/27/2020 0:00,3559,0.155420322,0.057327149,1.102625776,0.468870275,1550,109.315034
468,2/12/2020 0:00,3765,0.186698289,0.052014829,1.1479745,0.463841315,1550,109.340676
24,11/25/2018 0:00,3042,0.020150441,0.183362613,1.010554047,0.156333686,665,41.389435
542,4/26/2020 0:00,3396,0.115147768,0.007899187,1.072414613,0.52134116,1600,111.912719
557,5/11/2020 0:00,3827,0.165574808,0.16150251,1.283646981,0.482242947,1610,121.037812
614,7/7/2020 0:00,4035,0.068348562,0.027903957,1.103862236,0.578570094,1580,124.421542
802,1/11/2021 0:00,4904,0.437464904,0.438911836,1.3372515,0.76600548,2060,151.089413
366,11/2/2019 0:00,3409,0.150790654,0.025911573,0.989604157,0.252087874,1370,89.256768
679,9/10/2020 0:00,4521,0.088411341,0.027790241,1.333325968,0.358458928,1730,128.329211
383,11/19/2019 0:00,3502,0.144789924,0.022945475,1.143817435,0.390960329,1270,93.853596
454,1/29/2020 0:00,3175,0.188342908,0.051215743,1.004575063,0.405014947,1550,110.086946
264,7/23/2019 0:00,3691,0.186777078,0.057537826,1.103765105,0.344616055,903,65.527472
620,7/13/2020 0:00,3994,0.056210317,0.005444122,1.143550707,0.621191692,1660,123.188121
790,12/30/2020 0:00,4435,0.387121275,0.176566781,1.25657489,0.62527091,1860,135.214015
444,1/19/2020 0:00,2888,0.162837728,0.015071773,0.874760193,0.346660335,1480,106.10441
395,12/1/2019 0:00,3062,0.109384172,0.016724614,0.870622964,0.246112287,1300,86.785526
176,4/26/2019 0:00,4275,0.073066302,0.101353297,1.255490709,0.441318428,635,45.246724
18,11/19/2018 0:00,3402,0.050277078,0.060107366,1.100711952,0.24931027,665,45.715818
925,5/14/2021 0:00,5469,0.542824727,0.474480362,1.315543037,0.582551224,2500,180.666398
660,8/22/2020 0:00,4491,0.084680481,0.040592342,1.318342846,0.572784455,1690,121.798512
61,1/1/2019 0:00,2306,0.031063904,0.07707983,0.801778946,0,562,40.988643
272,7/31/2019 0:00,3366,0.225273301,0.028511609,1.007365485,0.410540574,901,69.900134
1019,8/16/2021 0:00,3665,0.573406668,0.067380461,1.105397012,0.47178022,1560,116.988411
278,8/6/2019 0:00,3714,0.259228539,0.105935145,1.145295174,0.478763156,999,71.750337
803,1/12/2021 0:00,4970,0.448550592,0.951560357,1.324212047,0.775616554,2060,150.775619
368,11/4/2019 0:00,3824,0.149324207,0.006836561,1.165071561,0.372099396,1370,90.909671
717,10/18/2020 0:00,3936,0.057154697,0.002770454,1.083029592,0.587021237,2000,146.484944
665,8/27/2020 0:00,5131,0.079775735,0.024933965,1.26882631,0.381389737,1760,123.504835
631,7/24/2020 0:00,4319,0.081375523,0.045159981,1.314238963,0.592844242,1730,113.943059
547,5/1/2020 0:00,4454,0.171004389,0.143503831,1.250539879,0.378269602,1600,112.423206
816,1/25/2021 0:00,4860,0.377067059,0.10640207,1.380525043,0.711561936,2080,146.698958
851,3/1/2021 0:00,5514,0.527737259,0.220608898,1.347932731,0.68917606,2170,154.581776
456,1/31/2020 0:00,3574,0.163882299,0.047261006,1.109039125,0.332661767,1550,111.739681
393,11/29/2019 0:00,3635,0.12550057,0.023493518,1.055517757,0.364077972,1300,90.747073
737,11/7/2020 0:00,3869,0.151860905,0.124178094,1.359237363,0.583502522,1680,119.772222
777,12/17/2020 0:00,5407,0.234052301,0.216989679,1.299902845,0.51176434,1870,132.373209
375,11/11/2019 0:00,3336,0.161772271,0.010327197,1.00362904,0.313808619,1270,92.339819
412,12/18/2019 0:00,3748,0.093086807,0.025513861,1.152717164,0.389493679,1290,90.530026
74,1/14/2019 0:00,3212,0.027418879,0.045894532,0.956647966,0.226158373,586,42.014988
1015,8/12/2021 0:00,3807,0.506753833,0.104743313,1.030409874,0.256163978,1450,114.064181
500,3/15/2020 0:00,3396,0.045513116,0.042191734,1.113644857,0.359316809,1660,111.497389
649,8/11/2020 0:00,4519,0.109928475,0.060947881,1.285126143,0.694078906,1690,121.699817
114,2/23/2019 0:00,3324,0.033423251,0.041683886,0.982793762,0.204202217,606,44.380092
417,12/23/2019 0:00,3325,0.120407255,0.014966131,1.037491643,0.284869527,1290,99.947586
89,1/29/2019 0:00,3322,0.022487697,0.061255317,1.010222788,0.265588217,581,42.07049
1041,9/7/2021 0:00,4155,0.603995018,0.10120041,1.140718497,0.514350439,1760,133.723965
999,7/27/2021 0:00,3330,0.476245755,0.303073989,1.092558159,0.497887214,1370,98.260624
706,10/7/2020 0:00,4707,0.086448005,0.024772844,1.278854629,0.499878558,1930,136.429166
713,10/14/2020 0:00,4280,0.091896975,0.029111844,1.136457477,0.430685994,1930,144.308102
11,11/12/2018 0:00,3300,0.089238511,0.039242119,1.066877571,0.311736314,718,47.244349
396,12/2/2019 0:00,3425,0.116275259,0.019955898,1.019306228,0.377025596,1300,87.522558
616,7/9/2020 0:00,4036,0.074926958,0.030235958,1.267096006,0.335883104,1580,124.757396
917,5/6/2021 0:00,4895,0.821034312,0.236944277,1.361765376,0.591849349,2060,169.868526
42,12/13/2018 0:00,3165,0.015379778,0.086818614,1.084257023,0.200688173,565,35.005337
167,4/17/2019 0:00,4036,0.066389901,0.057000103,1.229380333,0.382322352,639,45.536047
416,12/22/2019 0:00,2506,0.141330222,0,0.740650195,0.324654356,1290,95.746473
576,5/30/2020 0:00,3338,0.069486093,0.03748469,1.245524103,0.511121318,1510,94.602038
875,3/25/2021 0:00,5385,0.678715939,0.285720948,1.316496,0.496788005,2190,165.959097
426,1/1/2020 0:00,2278,0.148869301,0.007076983,0.643639402,0.257428224,1300,97.011481
544,4/28/2020 0:00,3901,0.137973665,0.029447393,1.215701039,0.587399577,1600,110.710038
1027,8/24/2021 0:00,3926,0.579817513,0.101762911,1.135454006,0.481553217,1560,127.262693
1067,10/3/2021 0:00,3545,0.53995326,0.050164111,0.9103214,0.541246808,1900,145.029458
792,1/1/2021 0:00,3926,0.323173775,0.183497104,1.352232664,0.843163418,1860,142.734577
714,10/15/2020 0:00,4586,0.09466196,0.021648618,1.261410596,0.315074422,1930,144.034012
257,7/16/2019 0:00,3956,0.231545203,0.09749324,1.098875278,0.444711029,906,64.362436
335,10/2/2019 0:00,3472,0.149885477,0.045752048,1.005967926,0.350881236,1280,91.195824
15,11/16/2018 0:00,3791,0.056176796,0.252430915,1.158173595,0.347504204,718,47.244349
731,11/1/2020 0:00,4463,0.115366705,0.05333138,1.246865936,0.618308214,2000,107.643901
324,9/21/2019 0:00,3220,0.217379043,0.020395579,0.884734271,0.285219842,1190,91.702566
877,3/27/2021 0:00,4446,0.722414382,0.198695007,1.298147333,0.803926636,2190,165.215304
222,6/11/2019 0:00,4554,0.136652836,0.035352801,1.258056077,0.487759233,746,55.994234
179,4/29/2019 0:00,3688,0.087113107,0.025107109,1.203267613,0.409307467,635,45.431648
99,2/8/2019 0:00,3165,0.033350488,0.010589018,0.984610681,0.321925017,581,44.2657
521,4/5/2020 0:00,2437,0.136294863,0.022017299,0.769681286,0.44925889,1390,103.936897
22,11/23/2018 0:00,3656,0.029581167,0.111188602,1.131096584,0.262972535,665,41.998858
356,10/23/2019 0:00,3257,0.164396604,0.020203005,0.978411524,0.364872018,1310,98.750516
774,12/14/2020 0:00,4391,0.183428083,0.054266654,1.171579117,0.691866476,1870,134.533588
994,7/22/2021 0:00,3614,0.36676706,0.133031853,0.949214778,0.203630815,1370,99.339155
813,1/22/2021 0:00,5270,0.360227231,0.457343839,1.283418817,0.658197359,2060,146.19656
340,10/7/2019 0:00,3382,0.146708006,0.023692208,1.005810123,0.356335243,1280,92.606933
431,1/6/2020 0:00,3720,0.111048643,0.00720185,1.12761063,0.415256586,1380,107.512956
693,9/24/2020 0:00,4673,0.069685284,0.031297417,1.258397307,0.355762284,1930,136.974413
962,6/20/2021 0:00,4106,0.252649309,0.100754902,1.262359057,0.448983309,1990,125.129903
203,5/23/2019 0:00,4357,0.156317023,0.043355761,1.226995165,0.498393224,670,52.082203
941,5/30/2021 0:00,3238,0.378362737,0.136716498,1.499183174,0.550748895,2120,149.763852
93,2/2/2019 0:00,3237,0.021970901,0.02981024,0.981337799,0.168235038,581,42.571474
1004,8/1/2021 0:00,2917,0.479532834,0.064995398,0.772602162,0.431321231,1450,108.889829
68,1/8/2019 0:00,2764,0.056661899,0.091423142,0.86793,0.241273276,562,41.855387
724,10/25/2020 0:00,4283,0.075906805,0.014069641,1.373567197,0.474685495,2000,133.347788
284,8/12/2019 0:00,3891,0.200891216,0.025036351,1.035999226,0.232671109,999,74.359558
927,5/16/2021 0:00,4488,0.490592206,0.161437334,1.371701076,0.661234975,2500,176.179075
434,1/9/2020 0:00,3179,0.146527277,0.062718147,1.044869879,0.436745656,1380,107.202821
153,4/3/2019 0:00,4265,0.067919468,0.269710781,1.248329993,0.49253908,638,45.891072
75,1/15/2019 0:00,3460,0.020083559,0.078785994,1.065034848,0.243027963,588,42.592391
847,2/25/2021 0:00,5149,0.703602318,0.326289156,1.301001885,0.497994644,2170,153.082074
580,6/3/2020 0:00,4257,0.058467499,0.127570418,1.282827432,0.371028212,1510,103.739735
446,1/21/2020 0:00,3156,0.159481329,0.016812546,0.999786242,0.364893816,1480,108.984911
188,5/8/2019 0:00,4884,0.093570492,0.038545733,1.243073447,0.50675095,670,48.388717
271,7/30/2019 0:00,3799,0.173290271,0.02680345,1.168352,0.371624525,901,69.983819
236,6/25/2019 0:00,4868,0.229732451,0.020667982,1.245764247,0.580348135,741,58.721247
487,3/2/2020 0:00,3621,0.159341578,0.014328686,1.116271678,0.441559756,1550,114.681813
1052,9/18/2021 0:00,3521,0.571494731,0.065767906,0.955009994,0.446280438,1840,136.921038
559,5/13/2020 0:00,4727,0.041798427,0.060710948,1.296750555,0.520624961,1610,119.743045
117,2/26/2019 0:00,3464,0.042537365,0.539729101,1.092907348,0.345688796,607,42.628201
943,6/1/2021 0:00,4148,0.39164891,0.144178484,1.365650648,0.50229962,2100,148.95575
512,3/27/2020 0:00,3269,0.115814354,0.022743973,1.110375026,0.184195367,1390,97.885234
633,7/26/2020 0:00,3526,0.078410539,0.018242692,1.343587361,0.634804135,1730,120.718051
811,1/20/2021 0:00,5021,0.39242766,0.174982949,1.277115723,0.623689045,2060,150.440504
688,9/19/2020 0:00,4003,0.080936363,0.019860655,1.249747779,0.573812045,1730,143.137522
126,3/7/2019 0:00,3364,0.038693732,0.038904385,1.008441944,0.333133524,607,43.291491
116,2/25/2019 0:00,3665,0.029764226,0.118321495,1.109526161,0.298913247,607,43.134261
473,2/17/2020 0:00,3368,0.200743386,0.018971747,1.024710815,0.403517158,1550,107.216584
801,1/10/2021 0:00,4494,0.509958508,0.216634793,1.282691371,0.720053559,2060,148.690226
57,12/28/2018 0:00,2954,0.042807821,0.098614487,0.93054403,0.273360528,511,41.086086
603,6/26/2020 0:00,3715,0.069979315,0.044571419,1.186091189,0.490575761,1580,112.767411
782,12/22/2020 0:00,4848,0.255989033,0.196359315,1.302079021,0.54938656,1870,134.441786
105,2/14/2019 0:00,3583,0.025159418,0.067348524,1.111246972,0.254009155,606,44.306825
635,7/28/2020 0:00,4682,0.097618362,0.171851882,1.280557683,0.658729837,1680,124.990478
369,11/5/2019 0:00,3721,0.169322753,0.024782629,1.137513597,0.414996575,1370,90.715212
268,7/27/2019 0:00,3048,0.187638457,0.030761371,0.858096651,0.210487638,901,69.452834
46,12/17/2018 0:00,2832,0.027471841,0.067901181,0.990779437,0.24391854,565,36.488954
349,10/16/2019 0:00,3713,0.132002442,0.019377141,1.116763881,0.365784393,1300,93.734992
195,5/15/2019 0:00,4529,0.163129136,0.109634319,1.237726027,0.569541322,670,49.213477
102,2/11/2019 0:00,3194,0.02684565,0.040432462,1.09110111,0.238212306,606,44.881391
963,6/21/2021 0:00,5051,0.244486316,0.139755822,1.353235933,0.443541757,1990,120.460803
918,5/7/2021 0:00,4631,0.887307148,0.18332754,1.296296715,0.801233107,2060,174.31761
799,1/8/2021 0:00,5556,0.499187749,0.571892153,1.295011068,0.764720994,1860,149.651623
853,3/3/2021 0:00,5274,0.668574564,0.195870714,1.301007401,0.571716385,2170,156.587328
263,7/22/2019 0:00,3619,0.223331393,0.039204506,1.004485468,0.347634988,906,64.755046
869,3/19/2021 0:00,5594,0.754259725,0.235104023,1.323033318,0.734551909,2150,157.645237
443,1/18/2020 0:00,3383,0.13466174,0.046422028,0.955057818,0.259995641,1480,108.225769
783,12/23/2020 0:00,4813,0.283045157,0.128986901,1.246276935,0.49467989,1870,134.839543
304,9/1/2019 0:00,3210,0.168463572,0.004757919,0.885620448,0.177165722,1070,77.30763
341,10/8/2019 0:00,3243,0.164151378,0.037733935,0.966500944,0.350026468,1280,94.872269
849,2/27/2021 0:00,4767,0.615607011,0.332053541,1.291870166,0.778344336,2170,154.427502
313,9/10/2019 0:00,3085,0.251578488,0.03416819,0.957443978,0.396155882,1080,83.84069
149,3/30/2019 0:00,4157,0.035160896,0.045350424,1.204920209,0.317182537,638,45.832268
124,3/5/2019 0:00,3265,0.032418558,0.060321596,1.029825181,0.352962882,607,44.369466
908,4/27/2021 0:00,5023,0.695517372,0.259807337,1.316657338,0.666346453,2360,151.892265
948,6/6/2021 0:00,3074,0.39579815,0.130192312,0.948718753,0.422960391,2100,149.939088
664,8/26/2020 0:00,4629,0.088454901,0.045309698,1.302465423,0.478604347,1760,122.408097
50,12/21/2018 0:00,3293,0.031911298,0.288459067,1.048346286,0.284309024,511,38.263941
353,10/20/2019 0:00,3057,0.136654333,0.008796978,0.84529661,0.198656349,1300,94.685948
1045,9/11/2021 0:00,3648,0.500476474,0.102077603,1.082964554,0.52391636,1840,134.819727
142,3/23/2019 0:00,2797,0.035969233,0.013369796,0.840116655,0.219144298,607,47.795719
470,2/14/2020 0:00,3774,0.175166674,0.054537289,1.090330081,0.393723921,1550,108.294602
653,8/15/2020 0:00,4072,0.104244781,0.033494651,1.229856109,0.66904621,1690,127.28935
399,12/5/2019 0:00,3312,0.116344751,0.036994973,1.018665179,0.350222644,1300,95.261395
977,7/5/2021 0:00,3986,0.332622168,0.033316064,1.327586447,0.420877188,1440,89.670681
320,9/17/2019 0:00,3805,0.193311636,0.025829791,1.157712412,0.401393473,1190,91.022468
19,11/20/2018 0:00,3631,0.043135201,0.323554615,1.203740303,0.363690291,665,44.526319
933,5/22/2021 0:00,5097,0.349769112,0.446098032,1.289550336,0.514395591,2500,146.384382
912,5/1/2021 0:00,4725,0.693045146,0.207930506,1.345956439,0.719447904,2300,159.260799
932,5/21/2021 0:00,6326,0.361797008,0.468029951,1.289615355,0.518638289,2500,150.653186
407,12/13/2019 0:00,3303,0.124410307,0.015694031,0.990434309,0.370347823,1290,92.267471
537,4/21/2020 0:00,3824,0.114086204,0.039944818,1.068249134,0.5555194,1560,113.800074
924,5/13/2021 0:00,4940,0.64874145,0.285317308,1.31155523,0.458107056,2320,178.989768
722,10/23/2020 0:00,5088,0.105601077,0.066140057,1.284365397,0.420095597,2000,136.17501
38,12/9/2018 0:00,2834,0.012555724,0.150205382,0.948841625,0.084790123,565,36.22372
175,4/25/2019 0:00,4341,0.07362042,0.105768237,1.219515846,0.41580619,635,45.559737
245,7/4/2019 0:00,3805,0.277353635,0.078361057,1.139688042,0.456028523,793,62.141159
956,6/14/2021 0:00,4393,0.420560617,0.148732666,1.263461481,0.454278508,1990,133.577498
1042,9/8/2021 0:00,4436,0.491404728,0.302749046,1.125560697,0.377428847,1840,134.849799
872,3/22/2021 0:00,5032,0.713510571,0.147898048,1.357444384,0.837236096,2190,159.862384
991,7/19/2021 0:00,3081,0.384065993,0.029682294,0.913009459,0.406713583,1370,100.971806
154,4/4/2019 0:00,4129,0.068942306,0.296141415,1.2129581,0.457179112,638,45.573957
638,7/31/2020 0:00,4523,0.105599474,0.055507115,1.299889137,0.619834029,1680,126.308845
662,8/24/2020 0:00,4271,0.095077466,0.004312793,1.166158577,0.611526126,1730,119.993198
287,8/15/2019 0:00,3790,0.208424189,0.08060577,1.06614658,0.3561017,999,73.392492
625,7/18/2020 0:00,4488,0.047554818,0.014623431,1.276202185,0.546123186,1730,117.847538
685,9/16/2020 0:00,4566,0.089137737,0.034701828,1.309139768,0.488891138,1730,136.608874
703,10/4/2020 0:00,3411,0.084620327,0.001928791,1.219977316,0.704546304,1930,135.65361
569,5/23/2020 0:00,4257,0.042069108,0.035470142,1.278850555,0.459446036,1510,92.307331
861,3/11/2021 0:00,5621,0.636645267,0.313239349,1.284828902,0.66308775,2140,155.778275
17,11/18/2018 0:00,3025,0.052090373,0.051269612,0.954274699,0.130404185,665,47.353181
127,3/8/2019 0:00,3369,0.033467301,0.035041409,0.998636589,0.366586224,607,42.946539
322,9/19/2019 0:00,3758,0.194781473,0.020637237,1.104391142,0.377025596,1190,90.214468
255,7/14/2019 0:00,3391,0.205498606,0.066866797,0.952888731,0.198536464,906,64.282328
762,12/2/2020 0:00,5350,0.180442359,0.177088987,1.256613206,0.51824905,1920,131.996846
1070,10/6/2021 0:00,4821,0.52017691,0.130162633,1.196702588,0.48283926,1990,149.322866
190,5/10/2019 0:00,4931,0.080834212,0.032115866,1.259484184,0.479638164,670,46.746357
115,2/24/2019 0:00,3487,0.032489546,0.068676351,1.044065358,0.192398954,606,44.078773
1065,10/1/2021 0:00,4834,0.479677697,0.105766437,1.237001443,0.529384381,1900,140.172657
718,10/19/2020 0:00,4929,0.067681261,0.001372778,1.27557052,0.690932304,2000,144.339933
606,6/29/2020 0:00,3961,0.051600529,0.010777337,1.248924407,0.567704117,1580,115.793972
180,4/30/2019 0:00,4490,0.066296358,0.072225733,1.295070857,0.458035436,635,46.740008
301,8/29/2019 0:00,3425,0.205713835,0.056395313,0.995517388,0.366260821,1020,74.631875
1023,8/20/2021 0:00,4050,0.579863192,0.097696652,1.152746675,0.527564302,1560,122.38963
825,2/3/2021 0:00,5239,0.45645326,0.181090283,1.30181632,0.755058541,2080,146.546723
930,5/19/2021 0:00,5819,0.422382826,0.237141225,1.32228564,0.456915987,2500,160.228123
793,1/2/2021 0:00,4414,0.360792858,0.147102391,1.395637245,0.833317245,1860,143.322828
1078,10/14/2021 0:00,4840,0.623916761,0.140791409,1.33977365,0.38830728,1990,143.953931
517,4/1/2020 0:00,3315,0.102243685,0.020390514,1.11369449,0.37083515,1390,100.688108
372,11/8/2019 0:00,3974,0.133709268,0.015092928,1.165534266,0.36026655,1270,91.861271
45,12/16/2018 0:00,3067,0,0.060156813,1.019919557,0.084492745,565,37.010224
476,2/20/2020 0:00,3986,0.14173353,0.050868322,1.2488265,0.412327957,1550,111.287941
157,4/7/2019 0:00,3688,0.063559635,0.095997896,1.138896872,0.213986112,639,45.80076
862,3/12/2021 0:00,5353,0.732839418,0.265913137,1.314888067,0.736199165,2140,156.136782
171,4/21/2019 0:00,3504,0.087168878,0.038535287,1.142430407,0.181400635,636,44.58265
16,11/17/2018 0:00,2787,0.075117831,0.111188705,0.914248869,0.184530111,665,47.185786
511,3/26/2020 0:00,3249,0.119521057,0.063360748,1.135452525,0.247544685,1410,94.392686
48,12/19/2018 0:00,3151,0.032090039,0.160784659,1.084764671,0.288733886,511,38.029758
191,5/11/2019 0:00,4251,0.095507222,0.045499852,1.240594785,0.4104456,670,45.838154
971,6/29/2021 0:00,6157,0.227715317,0.104363906,1.401325167,0.346166781,1990,90.876422
515,3/30/2020 0:00,3423,0.092327658,0.024627072,1.055633204,0.364277262,1390,99.137723
788,12/28/2020 0:00,4190,0.335095904,0.251608857,1.296631931,0.778088995,1860,130.994561
1060,9/26/2021 0:00,3444,0.442584734,0.033762226,0.914658245,0.434595504,1900,138.379012
480,2/24/2020 0:00,3638,0.168348097,0.012286853,1.141280163,0.39914679,1550,112.391988
283,8/11/2019 0:00,2870,0.234893735,0.050527376,0.791410216,0.1630317,999,74.200089
1058,9/24/2021 0:00,4452,0.475543119,0.1088085,1.205603176,0.472108738,1900,138.478903
759,11/29/2020 0:00,3597,0.17689571,0.056092633,1.104827073,0.695737062,1820,133.710521
225,6/14/2019 0:00,4450,0.187804379,0.029302851,1.290370444,0.655861929,741,53.557399
26,11/27/2018 0:00,3220,0.02042209,0.239743239,1.071254038,0.236971414,665,40.869705
904,4/23/2021 0:00,5748,0.674132162,0.366907683,1.315820052,0.572747088,2360,131.796266
437,1/12/2020 0:00,2799,0.145138123,0.015703494,0.825020881,0.298125428,1380,106.320896
1059,9/25/2021 0:00,3623,0.45046429,0.179750715,0.84045934,0.483767204,1900,139.221878
364,10/31/2019 0:00,3586,0.142952366,0.0380036,1.080918621,0.303232235,1370,90.131834
229,6/18/2019 0:00,4311,0.199887264,0.066569024,1.236012356,0.602256025,741,52.929713
37,12/8/2018 0:00,2863,0.010348472,0.245613993,0.970701047,0.112770131,565,36.990084
669,8/31/2020 0:00,4140,0.099660911,0.009078749,1.171316933,0.59393411,1760,122.462847
1071,10/7/2021 0:00,5253,0.592522405,0.266459447,1.430095348,0.353050072,1990,150.290764
374,11/10/2019 0:00,2714,0.188461085,0.004688336,0.829142916,0.19520147,1270,90.762608
469,2/13/2020 0:00,3774,0.182868377,0.043135498,1.229481901,0.395632746,1550,107.554858
1072,10/8/2021 0:00,5516,0.494000058,0.118919997,1.460428058,0.570710594,1990,147.140005
687,9/18/2020 0:00,4023,0.097482558,0.028969122,1.153905552,0.520917668,1730,139.811607
982,7/10/2021 0:00,2982,0.395947026,0.053673933,0.840594553,0.361672479,1440,93.863737
814,1/23/2021 0:00,4291,0.385203551,0.393594224,1.289703471,0.713733886,2070,144.294102
841,2/19/2021 0:00,5563,0.72282708,0.202062237,1.328641824,0.703464221,2150,151.454579
194,5/14/2019 0:00,4301,0.152903119,0.136923373,1.230687118,0.559344834,670,48.023596
987,7/15/2021 0:00,4323,0.287321063,0.071161643,1.21130982,0.174525129,1440,100.774572
997,7/25/2021 0:00,2735,0.377856391,0.039055845,0.79278883,0.459788566,1370,99.328674
503,3/18/2020 0:00,4422,0.030125577,0.062333217,1.16499282,0.396443919,1660,103.91424
1073,10/9/2021 0:00,4028,0.628666287,0.11041417,1.289836107,0.56602105,1990,145.204824
959,6/17/2021 0:00,4533,0.369763512,0.158540796,1.169748708,0.204091673,1990,127.657585
579,6/2/2020 0:00,4539,0.056613797,0.080706755,1.283667217,0.518616491,1510,103.202223
160,4/10/2019 0:00,4315,0.075036791,0.121882395,1.213674912,0.440708102,639,45.34357
680,9/11/2020 0:00,4705,0.070434777,0.038422119,1.328602123,0.647638102,1730,131.707283
1039,9/5/2021 0:00,2967,0.628671717,0.052254545,0.812051756,0.535264993,1760,128.094799
162,4/12/2019 0:00,4131,0.07107073,0.106807279,1.184258404,0.417230803,639,46.415319
705,10/6/2020 0:00,4933,0.071354682,0.016748301,1.300707385,0.629826555,1930,137.953248
1011,8/8/2021 0:00,2894,0.523308596,0.174474522,0.804929576,0.499643458,1450,112.005261
152,4/2/2019 0:00,4190,0.067938381,0.048455753,1.215506975,0.555242262,638,44.849122
789,12/29/2020 0:00,4764,0.311956202,0.153354409,1.276643447,0.466495921,1860,134.096926
809,1/18/2021 0:00,4588,0.41829733,0.197233895,1.342526855,0.663990783,2060,151.611247
874,3/24/2021 0:00,4985,0.691849196,0.211292239,1.353617987,0.642824002,2190,163.071648
111,2/20/2019 0:00,3849,0.025561693,0.110180159,1.1915221,0.329697328,606,44.810549
226,6/15/2019 0:00,4255,0.158168063,0.0443451,1.233728966,0.452905275,741,54.082274
796,1/5/2021 0:00,5039,0.405905726,0.444141347,1.292713083,0.893174316,1860,148.06661
103,2/12/2019 0:00,3463,0.018074954,0.037784605,1.304964063,0.274291586,606,45.052997
421,12/27/2019 0:00,3501,0.117181033,0.010859199,1.017240097,0.280788753,1290,97.839067
419,12/25/2019 0:00,3045,0.092288548,0.016092969,0.889324688,0.259486517,1290,97.340808
868,3/18/2021 0:00,5728,0.790927422,0.266819334,1.261881092,0.471336489,2140,154.598952
586,6/9/2020 0:00,3728,0.073049628,0.027149432,1.176594881,0.506079903,1370,112.208528
902,4/21/2021 0:00,7102,0.590140543,0.298619566,1.306862505,0.599576509,2360,141.475361
672,9/3/2020 0:00,5088,0.075765399,0.075799122,1.295405659,0.384956717,1760,126.308447
119,2/28/2019 0:00,3687,0.035550549,0.063659172,1.130737273,0.332833032,607,43.33908
53,12/24/2018 0:00,2745,0.047212234,0.106651745,0.932735355,0.170649872,511,39.629043
151,4/1/2019 0:00,4268,0.034348202,0.008928488,1.205358125,0.339677399,638,45.392748
403,12/9/2019 0:00,3371,0.123226263,0.002129949,1.089033696,0.356075232,1290,97.608665
1079,10/15/2021 0:00,5137,0.662251712,0.099146062,1.296617191,0.597406116,1990,143.388852
207,5/27/2019 0:00,4245,0.215573589,0.052142844,1.190717216,0.521102946,670,52.231163
658,8/20/2020 0:00,4557,0.101219537,0.057922384,1.265249952,0.403657283,1690,123.363117
1064,9/30/2021 0:00,4024,0.557874901,0.061840624,1.253955175,0.378580993,1900,139.363191
882,4/1/2021 0:00,5438,0.715921199,0.218300514,1.336590924,0.480689108,2190,164.904748
8,11/9/2018 0:00,3744,0.074116303,0.076907418,1.13519578,0.360036121,718,48.468825
931,5/20/2021 0:00,6135,0.377043776,1,1.304127188,0.382085695,2500,157.288751
36,12/7/2018 0:00,3947,0.003894464,0.165639857,1.222291368,0.288193623,565,37.19101
452,1/27/2020 0:00,3374,0.126615838,0.020578044,1.055952767,0.434464719,1480,113.223665
651,8/13/2020 0:00,4478,0.095524624,0.036727569,1.207145844,0.406486268,1690,126.347973
253,7/12/2019 0:00,3990,0.266292475,0.118523427,1.232422543,0.510381765,906,65.329589
