Timestamp,miners-revenue
2019-10-22 00:00:00,17496598.3543647
2019-10-23 00:00:00,17079475.3941129
2019-10-24 00:00:00,12594197.4342478
2019-10-25 00:00:00,13909079.2686761
2019-10-26 00:00:00,16769057.9170478
2019-10-27 00:00:00,13879519.9511491
2019-10-28 00:00:00,16254462.7222859
2019-10-29 00:00:00,15907595.3936571
2019-10-30 00:00:00,15935289.7344978
2019-10-31 00:00:00,15460313.802921
2019-11-01 00:00:00,15476389.7763189
2019-11-02 00:00:00,16052149.3645515
2019-11-03 00:00:00,16402669.8082591
2019-11-04 00:00:00,15941423.7726535
2019-11-05 00:00:00,17451427.0960617
2019-11-06 00:00:00,15769410.013443
2019-11-07 00:00:00,15970955.4356528
2019-11-08 00:00:00,14762408.0373763
2019-11-09 00:00:00,16111246.6162539
2019-11-10 00:00:00,18896479.028929
2019-11-11 00:00:00,16881322.7128666
2019-11-12 00:00:00,14989182.4021882
2019-11-13 00:00:00,15067619.9304147
2019-11-14 00:00:00,18779474.737608
2019-11-15 00:00:00,17351278.970832
2019-11-16 00:00:00,15864379.2041146
2019-11-17 00:00:00,16582477.2990228
2019-11-18 00:00:00,14963381.5186087
2019-11-19 00:00:00,15599060.2593914
2019-11-20 00:00:00,14807093.0673851
2019-11-21 00:00:00,13715760.945241
2019-11-22 00:00:00,12538677.9776505
2019-11-23 00:00:00,16178363.034655
2019-11-24 00:00:00,11832812.5764915
2019-11-25 00:00:00,11205569.8205629
2019-11-26 00:00:00,11167150.5679495
2019-11-27 00:00:00,12848987.4919461
2019-11-28 00:00:00,15917751.9149121
2019-11-29 00:00:00,14142605.488628
2019-11-30 00:00:00,12281980.5701858
2019-12-01 00:00:00,12925726.3722973
2019-12-02 00:00:00,13446041.6564058
2019-12-03 00:00:00,14637722.1146156
2019-12-04 00:00:00,15591131.4044838
2019-12-05 00:00:00,13451289.4192284
2019-12-06 00:00:00,13603961.7470767
2019-12-07 00:00:00,15286888.4929326
2019-12-08 00:00:00,13969510.4009207
2019-12-09 00:00:00,13970881.9664841
2019-12-10 00:00:00,13646564.1053916
2019-12-11 00:00:00,12062018.8328855
2019-12-12 00:00:00,12076200.2025003
2019-12-13 00:00:00,14060284.4659923
2019-12-14 00:00:00,13824044.9576452
2019-12-15 00:00:00,11126047.8730105
2019-12-16 00:00:00,14132643.7105247
2019-12-17 00:00:00,12121833.9540971
2019-12-18 00:00:00,11695182.7772287
